# Idx, longitude, latitude, start timestamp, duration, start frame, end frame
48,5.849887440249945669e-01,7.809811608208825362e-01,9.604002162000047974e+03,2.000000000000000000e+02,241,245
49,5.852461278080648421e-01,7.811737726993458475e-01,9.804006418999982998e+03,2.000000000000000000e+02,246,250
50,5.841811226184749906e-01,7.825520779297300278e-01,1.000798671500000637e+04,2.000000000000000000e+02,251,256
51,5.849508809400525422e-01,7.836358698207837037e-01,1.020795533400005661e+04,2.000000000000000000e+02,256,261
52,5.878249301436769825e-01,7.838985008653097664e-01,1.040797099400009029e+04,2.000000000000000000e+02,261,266
53,5.884544393861138589e-01,7.864204316588248034e-01,1.060793191500008106e+04,2.000000000000000000e+02,266,271
54,5.843624876415745018e-01,7.894885076430858684e-01,1.081199004400009289e+04,2.000000000000000000e+02,271,276
55,5.806814524368170138e-01,7.925579021521652612e-01,1.101195638200000394e+04,2.000000000000000000e+02,276,280
56,5.766936526331820634e-01,7.952549691530796938e-01,1.120400456800009124e+04,2.000000000000000000e+02,281,285
57,5.720392327248535747e-01,7.961534969979042753e-01,1.140398687100003008e+04,2.000000000000000000e+02,286,290
58,5.591112538594551484e-01,8.004018238335074420e-01,1.160396290300006513e+04,2.000000000000000000e+02,291,295
59,5.468562628161532935e-01,8.027483430042479107e-01,1.180400507800001651e+04,2.000000000000000000e+02,296,300
60,5.381232903861385974e-01,8.044160122607981744e-01,1.200399108800000977e+04,2.000000000000000000e+02,301,305
61,5.309902343044338169e-01,8.058175768732112054e-01,1.220796083500003442e+04,2.000000000000000000e+02,306,311
62,5.315333251705732787e-01,8.073532003474177543e-01,1.240798704400006682e+04,2.000000000000000000e+02,311,316
63,5.327999795996645194e-01,8.087884088854271347e-01,1.260801097300008405e+04,2.000000000000000000e+02,316,321
64,5.348325031878847780e-01,8.116786967804018316e-01,1.280795478800009005e+04,2.000000000000000000e+02,321,326
65,5.377365136508566179e-01,8.108058714824265545e-01,1.301195931800000835e+04,2.000000000000000000e+02,326,330
66,5.409831669603881732e-01,8.100496876433692650e-01,1.320002604700007942e+04,2.000000000000000000e+02,331,336
67,5.425704341891106619e-01,8.093189484945318979e-01,1.341602084800007287e+04,2.000000000000000000e+02,336,340
68,5.432789434096609860e-01,8.095824163936292672e-01,1.360394645100005437e+04,2.000000000000000000e+02,341,345
69,5.427015400450864169e-01,8.092801002576908154e-01,1.380399432900000829e+04,2.000000000000000000e+02,346,350
70,5.433193498727444393e-01,8.083460431792151013e-01,1.400399117200006731e+04,2.000000000000000000e+02,351,355
71,5.445356385737849525e-01,8.067692608375525154e-01,1.420393755300005432e+04,2.000000000000000000e+02,356,361
72,5.453784552362485050e-01,8.054960429385703558e-01,1.440796489100006875e+04,2.000000000000000000e+02,361,365
73,5.473954487942128688e-01,8.043226306127930769e-01,1.460000937099999283e+04,2.000000000000000000e+02,366,371
74,5.547332818360021234e-01,8.016089579513028252e-01,1.480801959100004751e+04,2.000000000000000000e+02,371,376
75,5.614309866853870457e-01,8.018381669111351862e-01,1.501197451299999375e+04,2.000000000000000000e+02,376,381
76,5.737623781418030866e-01,8.033302302643526849e-01,1.521197420699999202e+04,2.000000000000000000e+02,381,386
77,5.971201984666822948e-01,8.056487282864374100e-01,1.541197133600001689e+04,2.000000000000000000e+02,386,390
78,6.185331972409596757e-01,8.085002950751167816e-01,1.560395965099998284e+04,2.000000000000000000e+02,391,395
79,6.478448018688758303e-01,8.080375177602469039e-01,1.580396846900007222e+04,2.000000000000000000e+02,396,400
80,6.804759573500535064e-01,8.039862933497645692e-01,1.600403943900007289e+04,2.000000000000000000e+02,401,405
81,7.102897237165886057e-01,7.981626077980998879e-01,1.620397926300007384e+04,2.000000000000000000e+02,406,410
82,7.380234776062872815e-01,7.928129711827205384e-01,1.640395386800006963e+04,2.000000000000000000e+02,411,416
83,7.636539104525013055e-01,7.883461069982591329e-01,1.660793730099999812e+04,2.000000000000000000e+02,416,421
84,7.947952316892940017e-01,7.795351758408766152e-01,1.680794469300005585e+04,2.000000000000000000e+02,421,426
85,8.443661253207025430e-01,7.671055962087589553e-01,1.700797574900009204e+04,2.000000000000000000e+02,426,430
86,9.010301767750584778e-01,7.371528341112369986e-01,1.720006327899999451e+04,2.000000000000000000e+02,431,436
87,9.442958159193313161e-01,7.107793941730371490e-01,1.741194148500007577e+04,2.000000000000000000e+02,436,440
88,9.706583847112777441e-01,6.935923971748949590e-01,1.760399594300007448e+04,2.000000000000000000e+02,441,445
89,9.950140146573953626e-01,6.760207753311520129e-01,1.780394831100001466e+04,2.000000000000000000e+02,446,450
90,1.948653307441983173e-02,6.641785004368123690e-01,1.800395598900003824e+04,2.000000000000000000e+02,451,455
91,4.490212273898352979e-02,6.559339429616852790e-01,1.820399132200004533e+04,2.000000000000000000e+02,456,460
92,7.211278123518161109e-02,6.505112409021687192e-01,1.840796506000007503e+04,2.000000000000000000e+02,461,466
93,9.043673917652944594e-02,6.483570713020432308e-01,1.860798214600002393e+04,2.000000000000000000e+02,466,471
94,1.022935081573599359e-01,6.407784331217016849e-01,1.880800151299999561e+04,2.000000000000000000e+02,471,476
95,1.114537424994779258e-01,6.496065486734727834e-01,1.901193505299999379e+04,2.000000000000000000e+02,476,481
96,1.237587072231280394e-01,6.653575457564055995e-01,1.920797182199999224e+04,2.000000000000000000e+02,481,485
97,1.354831235538528911e-01,6.778906283401611166e-01,1.940001031500007957e+04,2.000000000000000000e+02,486,491
98,1.413133268999448022e-01,6.858453414392222669e-01,1.961195152800006326e+04,2.000000000000000000e+02,491,496
99,1.454628878790800717e-01,6.906104176576411957e-01,1.981194751700002234e+04,2.000000000000000000e+02,496,500
0,5.002575641475885959e-01,5.089962230980826785e-01,0.000000000000000000e+00,2.000000000000000000e+02,1,6
1,5.002091326763183909e-01,5.088277614884111344e-01,2.119775580000132322e+02,2.000000000000000000e+02,6,11
2,5.002840399801895543e-01,5.082105877626159618e-01,4.119343310000258498e+02,2.000000000000000000e+02,11,15
3,4.976407058784457771e-01,5.103112064073155318e-01,6.039700960000045598e+02,2.000000000000000000e+02,16,20
4,4.844132694659092353e-01,5.144291133288569906e-01,8.039904460000107065e+02,2.000000000000000000e+02,21,25
5,4.505317014991464530e-01,5.260225819072725795e-01,1.003930113000038546e+03,2.000000000000000000e+02,26,30
6,3.967723282348161185e-01,5.564426800033444032e-01,1.207960718000016641e+03,2.000000000000000000e+02,31,35
7,3.625426691399729062e-01,5.814046482582723163e-01,1.407971090000006370e+03,2.000000000000000000e+02,36,40
8,3.475917109650384917e-01,5.678929144259723394e-01,1.607975475000042934e+03,2.000000000000000000e+02,41,46
9,3.487253892496131602e-01,5.274109083432420020e-01,1.807935098999994807e+03,2.000000000000000000e+02,46,51
10,3.633984109087289305e-01,5.090046441162074942e-01,2.007934352000011131e+03,2.000000000000000000e+02,51,56
11,4.118866637093995253e-01,4.623101982142432398e-01,2.211917345000023488e+03,2.000000000000000000e+02,56,61
12,4.807414935605444084e-01,3.869901048293988843e-01,2.411951951000024565e+03,2.000000000000000000e+02,61,65
13,5.216336382795595528e-01,3.652769807433768889e-01,2.603926704000041354e+03,2.000000000000000000e+02,66,70
14,5.607247000596181641e-01,4.300578051259166257e-01,2.803944488000008278e+03,2.000000000000000000e+02,71,75
15,6.232416224919870018e-01,4.863174938885166387e-01,3.003975673000037204e+03,2.000000000000000000e+02,76,80
16,6.605171649249255150e-01,5.204365516903135536e-01,3.203941284000000451e+03,2.000000000000000000e+02,81,85
17,6.739623684311877305e-01,5.315994029312047786e-01,3.407915724000020418e+03,2.000000000000000000e+02,86,90
18,6.818349349343751920e-01,5.350575649748542384e-01,3.607929517000040505e+03,2.000000000000000000e+02,91,95
19,6.895540573055144451e-01,5.474974976472298804e-01,3.807931051000021398e+03,2.000000000000000000e+02,96,101
20,7.079996893298015070e-01,5.334613893986619448e-01,4.011965648000012152e+03,2.000000000000000000e+02,101,106
21,7.293095111358984806e-01,5.237100141975885581e-01,4.211956918000010774e+03,2.000000000000000000e+02,106,111
22,7.645700349239685778e-01,5.140306309109632377e-01,4.411961018000030890e+03,2.000000000000000000e+02,111,115
23,8.026235937627137496e-01,5.126689084740714275e-01,4.603946319000038784e+03,2.000000000000000000e+02,116,120
24,8.327750321618656582e-01,5.152323555728097748e-01,4.803966385000036098e+03,2.000000000000000000e+02,121,125
25,8.580702343542276900e-01,5.225925380406135634e-01,5.004114747000043280e+03,2.000000000000000000e+02,126,130
26,8.781119231764997757e-01,5.189805671881515536e-01,5.203961754999996629e+03,2.000000000000000000e+02,131,135
27,8.961885524189220353e-01,5.087508635464177420e-01,5.403957016000000294e+03,2.000000000000000000e+02,136,140
28,9.132009330530007629e-01,5.150594370645757980e-01,5.607924044000043068e+03,2.000000000000000000e+02,141,145
29,9.201137177228423392e-01,5.489840862142352229e-01,5.808021372000046540e+03,2.000000000000000000e+02,146,151
30,9.210103338639502590e-01,5.905824952401228511e-01,6.007933954000007361e+03,2.000000000000000000e+02,151,156
31,9.157235717067427894e-01,6.243697249417088369e-01,6.207943756000022404e+03,2.000000000000000000e+02,156,160
32,9.039663668659951856e-01,6.553838515832364209e-01,6.400021716000046581e+03,2.000000000000000000e+02,161,165
33,8.878337498513273474e-01,6.904667904798518219e-01,6.600024960000009742e+03,2.000000000000000000e+02,166,170
34,8.688655104275013752e-01,7.204448953726133587e-01,6.804003677000000607e+03,2.000000000000000000e+02,171,176
35,8.562284582653241216e-01,7.334204778110348100e-01,7.011975256000005174e+03,2.000000000000000000e+02,176,180
36,8.463033046900446665e-01,7.428331353057436859e-01,7.203931477000005543e+03,2.000000000000000000e+02,181,185
37,8.308772796841362718e-01,7.515705527267126929e-01,7.403948122000030708e+03,2.000000000000000000e+02,186,190
38,7.809434404527282325e-01,7.689874213139049619e-01,7.607963902000046801e+03,2.000000000000000000e+02,191,195
39,7.370786874879522443e-01,7.851565984908150941e-01,7.807942627000040375e+03,2.000000000000000000e+02,196,200
40,7.082804304428746978e-01,7.925359759528589620e-01,8.003959281000017654e+03,2.000000000000000000e+02,201,206
41,6.735168654326406656e-01,7.881929762241293158e-01,8.211974196000024676e+03,2.000000000000000000e+02,206,211
42,6.436408154800160597e-01,7.939835318251263763e-01,8.411951211000035983e+03,2.000000000000000000e+02,211,216
43,6.161137042558073595e-01,8.072789556959723001e-01,8.611946188000030816e+03,2.000000000000000000e+02,216,221
44,5.919567291300398271e-01,8.139020374027753357e-01,8.807931195000011940e+03,2.000000000000000000e+02,221,225
45,5.748917940952916750e-01,8.101186693332925737e-01,9.003941006000037305e+03,2.000000000000000000e+02,226,230
46,5.640313957121597666e-01,8.010220887714962767e-01,9.203932560999994166e+03,2.000000000000000000e+02,231,236
47,5.474538899550720483e-01,8.023289978030015979e-01,9.403935806000023149e+03,2.000000000000000000e+02,236,240
48,5.201697999575745079e-01,8.020606889793115979e-01,9.603926221000030637e+03,2.000000000000000000e+02,241,245
49,4.891912409413601281e-01,7.968880204532386990e-01,9.807950554000039119e+03,2.000000000000000000e+02,246,250
50,4.652888472891487659e-01,7.821637927555649128e-01,1.000796947900002124e+04,2.000000000000000000e+02,251,256
51,4.508032829055821367e-01,7.728587438590985847e-01,1.020796531100000720e+04,2.000000000000000000e+02,256,261
52,4.384374100320294065e-01,7.792685012344184869e-01,1.040792978100001346e+04,2.000000000000000000e+02,261,266
53,4.266455416105336962e-01,7.488718361766143472e-01,1.061190507700003218e+04,2.000000000000000000e+02,266,271
54,4.165950730486407405e-01,6.851334089557457041e-01,1.081190204900002573e+04,2.000000000000000000e+02,271,275
55,4.117082852144033911e-01,6.380237237899859526e-01,1.100390502700000070e+04,2.000000000000000000e+02,276,280
56,4.080095489955436472e-01,6.003441087341787608e-01,1.120395787899999414e+04,2.000000000000000000e+02,281,285
57,4.108745748538485953e-01,5.666682982478761232e-01,1.140398051100003067e+04,2.000000000000000000e+02,286,290
58,4.200925259741249418e-01,5.460267655614781113e-01,1.160393357700004708e+04,2.000000000000000000e+02,291,295
59,4.319326712649087519e-01,5.349327476981478036e-01,1.180794222900003660e+04,2.000000000000000000e+02,296,300
60,4.345132082284719477e-01,5.314210663862358741e-01,1.200793663599999854e+04,2.000000000000000000e+02,301,305
61,4.255094420199615479e-01,5.372687744324953218e-01,1.220795099899999332e+04,2.000000000000000000e+02,306,311
62,3.978613995627051647e-01,5.667791757250806306e-01,1.240797990299999947e+04,2.000000000000000000e+02,311,316
63,3.590877028987624620e-01,6.195416463759273462e-01,1.260792954800004372e+04,2.000000000000000000e+02,316,321
64,3.485879802088822643e-01,6.437130590488999715e-01,1.281193363899999531e+04,2.000000000000000000e+02,321,326
65,3.596643081211944315e-01,6.355488707176620844e-01,1.301194971300003817e+04,2.000000000000000000e+02,326,330
66,3.632203902793293970e-01,6.260865191264393115e-01,1.320394470799999544e+04,2.000000000000000000e+02,331,335
67,3.643057111496033063e-01,6.115319086943009630e-01,1.340399528000003193e+04,2.000000000000000000e+02,336,340
68,3.526467069979126734e-01,5.996072323629229039e-01,1.360393865300004836e+04,2.000000000000000000e+02,341,345
69,3.232826774846968565e-01,6.025712037562102052e-01,1.380794388400000753e+04,2.000000000000000000e+02,346,350
70,3.023406902044007971e-01,6.030850493848766147e-01,1.400795653600001242e+04,2.000000000000000000e+02,351,355
71,2.863313390955453119e-01,5.942010259883121481e-01,1.420793868300004397e+04,2.000000000000000000e+02,356,361
72,2.783868907683004768e-01,5.771548974223237316e-01,1.440793023900000844e+04,2.000000000000000000e+02,361,366
73,2.773595465076756916e-01,5.585317938257454706e-01,1.461194887000002200e+04,2.000000000000000000e+02,366,371
74,2.766459655402565554e-01,5.500032216125478879e-01,1.481193386799999280e+04,2.000000000000000000e+02,371,376
75,2.940446067711731670e-01,5.631363781407465741e-01,1.501196761799999513e+04,2.000000000000000000e+02,376,381
76,3.379255271726917531e-01,6.479117481111431598e-01,1.520791071500000544e+04,2.000000000000000000e+02,381,386
77,3.651828100150816825e-01,7.224894942234758588e-01,1.541200119199999608e+04,2.000000000000000000e+02,386,390
78,3.733841261884593976e-01,7.612926216044642036e-01,1.560397451900003944e+04,2.000000000000000000e+02,391,395
79,3.919869067140346885e-01,7.770903398605339962e-01,1.580396578900003806e+04,2.000000000000000000e+02,396,400
80,4.366285002136880422e-01,7.792995354678242670e-01,1.600796360800002003e+04,2.000000000000000000e+02,401,405
81,4.752670038628823423e-01,7.910224562149152927e-01,1.620796086500003003e+04,2.000000000000000000e+02,406,410
82,4.935425037110254820e-01,8.000943991002195110e-01,1.640793046699999832e+04,2.000000000000000000e+02,411,416
83,5.086392240082302507e-01,7.932466940786898624e-01,1.660790890800004127e+04,2.000000000000000000e+02,416,421
84,5.185428128213100951e-01,7.833740154236257247e-01,1.680794408400001703e+04,2.000000000000000000e+02,421,426
85,5.220670637735819186e-01,7.794134989727472540e-01,1.701194674899999518e+04,2.000000000000000000e+02,426,431
86,5.268514704066989962e-01,7.746053850229763782e-01,1.721190095600002678e+04,2.000000000000000000e+02,431,435
87,5.264981934172345834e-01,7.738089451542622399e-01,1.740391990000003716e+04,2.000000000000000000e+02,436,440
88,5.242769971606076052e-01,7.734401063534633858e-01,1.760390717800002312e+04,2.000000000000000000e+02,441,445
89,5.232509626180108508e-01,7.739773526728673803e-01,1.780396801400004188e+04,2.000000000000000000e+02,446,450
90,5.225429961046456073e-01,7.740564394315558872e-01,1.800389713200001279e+04,2.000000000000000000e+02,451,455
91,5.220674044041834216e-01,7.732662787241284530e-01,1.820394314099999610e+04,2.000000000000000000e+02,456,460
92,5.217237458582069110e-01,7.726851906236471557e-01,1.840794609199999832e+04,2.000000000000000000e+02,461,465
93,5.215244006571024826e-01,7.725243157308812059e-01,1.860792852400004631e+04,2.000000000000000000e+02,466,471
94,5.218197140205572682e-01,7.727102167873105554e-01,1.881192833800002700e+04,2.000000000000000000e+02,471,476
95,5.213716280653927226e-01,7.733136937661935217e-01,1.901197149700002046e+04,2.000000000000000000e+02,476,481
96,5.205882115167737023e-01,7.739519203245908141e-01,1.921192655900004320e+04,2.000000000000000000e+02,481,485
97,5.196510327439567423e-01,7.733934802170570055e-01,1.940397030600003200e+04,2.000000000000000000e+02,486,490
98,5.187145512410816783e-01,7.727738292037273915e-01,1.960395188300003065e+04,2.000000000000000000e+02,491,495
99,5.180850590906790343e-01,7.717810521854540085e-01,1.980395370200002799e+04,2.000000000000000000e+02,496,500
0,5.484100078167464254e-04,5.072533630588444975e-01,0.000000000000000000e+00,2.000000000000000000e+02,1,5
1,4.679800497305874885e-04,5.077073988599472010e-01,2.000052399999694899e+02,2.000000000000000000e+02,6,10
2,9.996789837063878581e-01,5.111072307726010067e-01,4.040335639999248087e+02,2.000000000000000000e+02,11,15
3,9.940803255400979532e-01,5.373577514997470717e-01,6.040348130000056699e+02,2.000000000000000000e+02,16,20
4,9.806403264690815025e-01,5.832493953223955030e-01,8.080557249999837950e+02,2.000000000000000000e+02,21,25
5,9.554761280041761395e-01,6.440799061558110106e-01,1.008053836999926716e+03,2.000000000000000000e+02,26,30
6,9.239440099576069487e-01,6.858176153331529967e-01,1.208028286000015214e+03,2.000000000000000000e+02,31,35
7,8.724149160835966699e-01,7.075723917361023130e-01,1.400047514999983832e+03,2.000000000000000000e+02,35,40
8,8.492619453089226278e-01,7.130525240007660193e-01,1.612060710999998264e+03,2.000000000000000000e+02,41,45
9,8.430458047031589297e-01,7.200650697483159668e-01,1.800015799999935552e+03,2.000000000000000000e+02,46,50
10,8.415457877209711057e-01,7.234083754883479100e-01,2.000098874000017531e+03,2.000000000000000000e+02,51,55
11,8.427282234992865551e-01,7.242449860372108805e-01,2.204070178000023589e+03,2.000000000000000000e+02,56,60
12,8.428148573048348524e-01,7.232007834071418895e-01,2.404079123999923468e+03,2.000000000000000000e+02,61,65
13,8.443917665483784418e-01,7.196027845045120941e-01,2.604069253999972716e+03,2.000000000000000000e+02,66,70
14,8.496334734178578874e-01,7.078684811594928572e-01,2.808035995999933220e+03,2.000000000000000000e+02,71,75
15,8.484647714630672022e-01,6.878632254700884907e-01,3.008070601999992505e+03,2.000000000000000000e+02,76,80
16,8.421182384003056409e-01,6.659324151542240777e-01,3.208056169999996200e+03,2.000000000000000000e+02,81,85
17,8.282073393634959979e-01,6.481254925476327422e-01,3.408050576000008732e+03,2.000000000000000000e+02,86,90
18,8.188035482582728397e-01,6.273074288692945810e-01,3.600065529000014067e+03,2.000000000000000000e+02,90,95
19,8.141022718277023396e-01,6.048842077058900202e-01,3.800052807000000030e+03,2.000000000000000000e+02,96,100
20,7.943305627558030491e-01,5.960274202385463793e-01,4.000076293999911286e+03,2.000000000000000000e+02,101,105
21,7.716105922002456374e-01,5.902775184505657524e-01,4.200025938999955542e+03,2.000000000000000000e+02,106,110
22,7.597867603789828506e-01,5.701050072888502740e-01,4.404058254999923520e+03,2.000000000000000000e+02,111,115
23,7.486330376935480535e-01,5.401287874668408984e-01,4.604049811000004411e+03,2.000000000000000000e+02,116,120
24,7.354556511952958786e-01,5.266938783714425476e-01,4.804064743999973871e+03,2.000000000000000000e+02,121,125
25,7.321545888076299580e-01,5.309040449411898122e-01,5.004065137999947183e+03,2.000000000000000000e+02,126,130
26,7.311232478567910587e-01,5.313319543359109609e-01,5.204094042000011541e+03,2.000000000000000000e+02,131,135
27,7.315122407210307154e-01,5.321291706402404564e-01,5.408070761999930255e+03,2.000000000000000000e+02,136,140
28,7.307083707293923203e-01,5.365095476236458882e-01,5.608023543999996036e+03,2.000000000000000000e+02,141,145
29,7.314114062035983466e-01,5.407888439405397207e-01,5.800033078999957070e+03,2.000000000000000000e+02,145,150
30,7.404887379191946728e-01,5.547282380490103915e-01,6.000030905999941751e+03,2.000000000000000000e+02,151,155
31,7.922582537268924030e-01,5.801055758025824849e-01,6.200048120999941602e+03,2.000000000000000000e+02,156,160
32,8.537332486527235975e-01,5.902272722797838878e-01,6.404007735999999568e+03,2.000000000000000000e+02,161,165
33,8.968479382177021453e-01,6.086463005927202907e-01,6.604035498999990523e+03,2.000000000000000000e+02,166,170
34,9.263453871016131824e-01,6.239928574711153253e-01,6.804054423999972641e+03,2.000000000000000000e+02,171,175
35,9.486470520627292569e-01,6.317167943364982996e-01,7.004026022000005469e+03,2.000000000000000000e+02,176,180
36,9.613727572991890291e-01,6.363190863750642912e-01,7.203998760999995284e+03,2.000000000000000000e+02,181,185
37,9.698606305516289661e-01,6.392236720626189861e-01,7.408039058999973349e+03,2.000000000000000000e+02,186,190
38,9.787423162042879765e-01,6.398727963941178709e-01,7.608024056999944150e+03,2.000000000000000000e+02,191,195
39,9.883956337482627807e-01,6.395890425669800150e-01,7.800041861000005156e+03,2.000000000000000000e+02,195,200
40,9.950112134514496054e-01,6.439130209351829892e-01,8.000050807000021450e+03,2.000000000000000000e+02,201,205
41,9.972945027969525311e-01,6.515470146263910856e-01,8.200076004999922588e+03,2.000000000000000000e+02,206,210
42,9.967484388612719570e-01,6.698749816335749507e-01,8.400024794999975711e+03,2.000000000000000000e+02,211,215
43,9.952754296003812895e-01,6.856050170776124553e-01,8.600061395999975502e+03,2.000000000000000000e+02,216,220
44,9.960328034545151699e-01,7.053534347155089312e-01,8.804029848999925889e+03,2.000000000000000000e+02,221,225
45,9.957657236387201793e-01,7.132955957455462404e-01,9.004047349000000395e+03,2.000000000000000000e+02,226,230
46,9.948891689531200733e-01,7.150345236653908865e-01,9.204026643999968655e+03,2.000000000000000000e+02,231,235
47,9.983749665534247253e-01,7.088714279882026847e-01,9.408030734999920242e+03,2.000000000000000000e+02,236,240
48,7.743560434104734824e-03,7.002328910202324508e-01,9.608030273000011221e+03,2.000000000000000000e+02,241,245
49,1.743970383231441268e-02,6.929564037999871307e-01,9.808053759999922477e+03,2.000000000000000000e+02,246,250
50,2.517772203759643945e-02,6.896373784360479986e-01,1.000008068699995056e+04,2.000000000000000000e+02,250,255
51,3.104425477249012078e-02,6.871439025622703145e-01,1.020002976199996192e+04,2.000000000000000000e+02,256,260
52,3.356004125796463455e-02,6.850407619107776735e-01,1.040003072499996051e+04,2.000000000000000000e+02,261,265
53,3.683183883793234026e-02,6.826774048050474608e-01,1.060001173199992627e+04,2.000000000000000000e+02,266,270
54,4.763826666692899670e-02,6.804063880050872370e-01,1.080406086899992079e+04,2.000000000000000000e+02,271,275
55,6.970944958162972327e-02,6.905584053050253246e-01,1.100403389199997764e+04,2.000000000000000000e+02,276,280
56,9.263541670480485157e-02,7.084046389866800464e-01,1.120802344299992546e+04,2.000000000000000000e+02,281,285
57,1.132003754543710050e-01,7.186759029106142282e-01,1.140403981099999510e+04,2.000000000000000000e+02,286,290
